task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action	hardware_type	revision	threads	clusmethod	corrmethod	preout	postout	bsize	gsize	lsize	np	dataset	trial	n_rows	n_cols
205	85/cfa804	621793.pbs02	run_experiment		run_experiment (205)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309603746	1602309610994	1602309701028	97282	91576		193.8	0.3	530423808.0	34911993856.0	549937152.0	34980769792.0	18581284.0	89227795.0	10721.0	1943899.0	32683.0	86630061.0	4046.0	1934.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/85/cfa804b65f06b0f69b6550e5532b9b			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.007	1	4936	131
204	a7/032671	621794.pbs02	run_experiment		run_experiment (204)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309606542	1602309706027	1602309881227	274685	173417		200.2	0.3	496275456.0	34808000512.0	515145728.0	34921218048.0	18564757.0	89025792.0	10585.0	1943630.0	28578.0	86621869.0	5434.0	3717.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/a7/032671d602049c47d7bee167edd2ad			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.007	1	4936	131
202	eb/713b4b	621786.pbs02	run_experiment		run_experiment (202)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309448900	1602309455981	1602310126058	677158	669048		199.0	0.4	484929536.0	34917748736.0	491630592.0	35119075328.0	18552818.0	88882442.0	10583.0	1943558.0	32674.0	86621869.0	23970.0	10128.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/eb/713b4bf6f7ce10065187df8027e6db			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.007	1	4936	131
139	a4/0f2069	620123.pbs02	run_experiment		run_experiment (139)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602290066311	1602290072149	1602311986235	21919924	21912987		497.3	0.5	798883840.0	6992306176.0	800940032.0	7289950208.0	44486605.0	297109426.0	14629.0	4994265.0	8106.0	290322001.0	2129554.0	713911.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/a4/0f20698e526b6367669ae854519014			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.010	0	7051	188
207	42/91c3cf	621796.pbs02	run_experiment		run_experiment (207)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309704282	1602312606364	1602312791399	3087117	180523		104.0	0.2	709169152.0	30634786816.0	709169152.0	30701948928.0	19876639.0	88945143.0	14503.0	1944134.0	32674.0	86658733.0	7448.0	6477.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/42/91c3cf7543db11523c0d50edc53d03			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.007	1	4936	131
199	b3/9005fb	621784.pbs02	run_experiment		run_experiment (199)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309374098	1602309590988	1602313397292	4023194	3809244		296.2	0.4	610504704.0	4987244544.0	611831808.0	5286625280.0	24358579.0	90586217.0	12142.0	1942902.0	2723763.0	85965549.0	516755.0	87898.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/b3/9005fbfab82869095dee7bc2273689			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.007	1	4936	131
155	cb/e2dd6f	620838.pbs02	run_experiment		run_experiment (155)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602296266079	1602303039880	1602314191549	17925470	11147528		294.5	0.4	612356096.0	4991447040.0	615358464.0	5189419008.0	32736823.0	294950725.0	12663.0	4994139.0	8115.0	290330193.0	2115363.0	244152.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/cb/e2dd6f7b19bfe0943ea5ac5bbea370			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.010	1	7051	188
208	84/9a6a25	621802.pbs02	run_experiment		run_experiment (208)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309884501	1602316996948	1602317096957	7212456	99310		198.2	0.2	728043520.0	30725775360.0	728043520.0	30859993088.0	19388224.0	89008473.0	13460.0	1944233.0	186032034.0	86658733.0	16156.0	2152.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/84/9a6a2550420bd3c6f3a55d84ab3b53			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.007	1	4936	131
210	00/9eeadf	621808.pbs02	run_experiment		run_experiment (210)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602310129237	1602318677209	1602318727206	8597969	50414		204.4	0.2	747171840.0	30813224960.0	747171840.0	30980919296.0	19398757.0	89114077.0	13531.0	1944400.0	28578.0	86650541.0	6942.0	1296.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/00/9eeadf9e63743b3667e2466433b2c5			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.007	1	4936	131
154	4b/fc7d65	620837.pbs02	run_experiment		run_experiment (154)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602296252299	1602296258060	1602319032208	22779909	22772919		99.3	0.2	314298368.0	2809413632.0	314687488.0	2986377216.0	20985358.0	292605447.0	10449.0	4993492.0	8106.0	290330193.0	1361801.0	32660.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/4b/fc7d650f0bebaa2252016931a94a72			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.010	1	7051	188
219	d5/6fa81b	621974.pbs02	run_experiment		run_experiment (219)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602319035397	1602319043154	1602319382507	347110	339936		101.7	0.3	468746240.0	34913841152.0	486195200.0	34967728128.0	18556679.0	88933033.0	10533.0	1943544.0	28578.0	86630061.0	14676.0	12301.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d5/6fa81b0e59043b2ef2890717377eec			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.007	2	4936	131
216	9b/839550	621968.pbs02	run_experiment		run_experiment (216)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602318730589	1602318737210	1602319412308	681718	675444		297.0	0.3	459620352.0	34904485888.0	473571328.0	34907811840.0	18552309.0	88882263.0	10581.0	1943556.0	159650.0	86621869.0	15160.0	1666.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/9b/839550cf4e194b70df1bf05afa44cf			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.007	2	4936	131
200	58/4a8a61	621785.pbs02	run_experiment		run_experiment (200)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309418760	1602312006279	1602319562318	10143558	7558876		493.1	0.5	765657088.0	6968967168.0	766009344.0	7277113344.0	30556448.0	92745029.0	13782.0	1943057.0	8106.0	85965549.0	2628207.0	246577.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/58/4a8a613a60d3e383397452dba2e674			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.007	1	4936	131
218	af/521b98	621983.pbs02	run_experiment		run_experiment (218)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602319415153	1602319422306	1602319597356	182203	175085		102.5	0.3	502222848.0	34879954944.0	519983104.0	34980655104.0	18564952.0	89026276.0	10583.0	1943646.0	28578.0	86621869.0	5853.0	6186.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/af/521b98e17e3f3d666ec6da84de127d			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.007	2	4936	131
222	81/f175b9	621986.pbs02	run_experiment		run_experiment (222)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602319565558	1602319572347	1602319757321	191763	187799		201.0	0.2	715636736.0	30713413632.0	716201984.0	30713683968.0	19380516.0	88944848.0	13509.0	1944127.0	32674.0	86658733.0	7768.0	3567.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/81/f175b92abb6072acff7f121bca1d6c			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.007	2	4936	131
224	9d/1aa665	621987.pbs02	run_experiment		run_experiment (224)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602319600315	1602320827511	1602320877505	1277190	50313		202.8	0.2	741294080.0	30807019520.0	741294080.0	30912135168.0	19398908.0	89113270.0	13531.0	1944365.0	28578.0	86650541.0	8089.0	1308.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/9d/1aa66536164b9e1646bb9da2b65e75			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.007	2	4936	131
223	43/90f0ca	621991.pbs02	run_experiment		run_experiment (223)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602319760615	1602320903294	1602321002507	1241892	97259		202.6	0.2	718282752.0	30846980096.0	718282752.0	30965051392.0	19385356.0	88999755.0	13465.0	1944150.0	28578.0	86650541.0	5947.0	2162.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/43/90f0ca5bc95f8517bd489c66ca2d96			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.007	2	4936	131
203	d5/3d36b5	621792.pbs02	run_experiment		run_experiment (203)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309584027	1602309591001	1602322572725	12988698	12984298		100.0	0.2	286490624.0	29919559680.0	286490624.0	30115291136.0	18531317.0	88273735.0	10415.0	1942179.0	12194.0	85957357.0	261375.0	3679.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d5/3d36b5711508a1fe901fda5c026d8b			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.007	1	4936	131
198	91/c8a71f	621783.pbs02	run_experiment		run_experiment (198)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309273960	1602309610975	1602323887891	14613931	14278393		100.0	0.2	291094528.0	2784493568.0	291094528.0	2910199808.0	18151773.0	88229533.0	10225.0	1942158.0	28586.0	85957357.0	287495.0	9815.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/91/c8a71fc65c2d8a5e526bf92addc290			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.007	1	4936	131
182	9e/103384	621327.pbs02	run_experiment		run_experiment (182)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602300251801	1602301158690	1602329303617	29051816	28145447		99.8	0.2	273625088.0	2778972160.0	273625088.0	2908467200.0	18148335.0	88223171.0	10201.0	1942099.0	2723754.0	85965549.0	564357.0	19513.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/9e/10338449a3e7163518a07c4786df05			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.007	0	4936	131
137	c5/f3ec91	619834.pbs02	run_experiment		run_experiment (137)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602289045907	1602289052024	1602332383981	43338074	43330125		397.6	0.3	356265984.0	5242585088.0	356950016.0	5310664704.0	38075730.0	295905337.0	13303.0	4993814.0	5492650.0	290330193.0	5769947.0	961627.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/c5/f3ec91b9f0b76702b18205ecbc1d32			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.010	0	7051	188
213	38/56f2b9	621874.pbs02	run_experiment		run_experiment (213)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602312794599	1602319037246	1602333629912	20835313	14587053		299.4	0.3	485150720.0	4787507200.0	485150720.0	4978511872.0	24330017.0	90461189.0	11935.0	1942515.0	8106.0	85965549.0	384053.0	60021.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/38/56f2b954c1aede55c8b3fe12a30875			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.007	2	4936	131
233	7d/96d97a	622112.pbs02	run_experiment		run_experiment (233)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602333633207	1602333639252	1602334414334	781127	776855		200.5	0.3	489328640.0	34932973568.0	505454592.0	35047763968.0	20336410.0	207293142.0	10708.0	3808318.0	4489122.0	204988369.0	22074.0	9256.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/7d/96d97a98fff19ef9290f1c76600d04			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.009	0	6346	169
234	2c/dce176	622125.pbs02	run_experiment		run_experiment (234)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602334417677	1602334424329	1602334819376	401699	395951		198.9	0.3	514445312.0	34961686528.0	532774912.0	35047903232.0	20344492.0	207386664.0	10715.0	3808408.0	28578.0	204980177.0	34978.0	6113.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/2c/dce17654ddc2f5c2b54925a500c78d			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.009	0	6346	169
215	f7/4cec44	621935.pbs02	run_experiment		run_experiment (215)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602317100161	1602333634217	1602337474714	20374553	3839117		95.3	0.2	328114176.0	2822799360.0	328237056.0	2921512960.0	18172344.0	88297010.0	10353.0	1942444.0	4019.0	85957357.0	1139522.0	5086.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/f7/4cec4415aa8280d4f2f70b220a7db0			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.007	2	4936	131
153	76/2dbc61	620822.pbs02	run_experiment		run_experiment (153)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602296086330	1602296093050	1602340200484	44114154	44105750		298.8	0.4	514142208.0	4819251200.0	514744320.0	5003849728.0	32705978.0	294826194.0	12431.0	4993722.0	57258.0	290330193.0	2199146.0	101246.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/76/2dbc615afeee1ca816a126ba67ee05			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.010	1	7051	188
239	89/157410	622613.pbs02	run_experiment		run_experiment (239)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602340203714	1602340210552	1602340435595	231881	228400		204.7	0.2	732164096.0	30724829184.0	732164096.0	30791938048.0	21162406.0	207361240.0	13626.0	3808936.0	6180770.0	205017041.0	12754.0	4373.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/89/1574109382c0f9f8dcaf86b5787a94			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.009	0	6346	169
212	97/d01e27	621885.pbs02	run_experiment		run_experiment (212)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602313400451	1602313406478	1602341800702	28400251	28395765		199.1	0.0	203079680.0	3348148224.0	203726848.0	3415257088.0	20724980.0	89287493.0	10868.0	1942203.0	8106.0	85965549.0	1395283.0	63444.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/97/d01e27b1a4de68adbbd239246509b9			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.007	2	4936	131
229	4a/4a7f2f	622073.pbs02	run_experiment		run_experiment (229)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602329307203	1602329309367	1602345857021	16549818	16543633		99.5	0.2	314089472.0	2808680448.0	314089472.0	2918330368.0	19937084.0	206659178.0	10397.0	3807424.0	4464554.0	204327608.0	743147.0	11995.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/4a/4a7f2f99df0a594b2e9d8719b429db			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.009	0	6346	169
1	e3/1fa5fd	616821.pbs02	run_experiment		run_experiment (1)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265788773	1602265791694	1602346401255	80612482	80608538		99.9	0.0	139563008.0	2351288320.0	141111296.0	2419527680.0	18473044.0	139262526.0	10057.0	2813749.0	4006.0	137044520.0	1613224.0	846781.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/e3/1fa5fda259ac0a81dd17bc288c90e1			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	0	5641	150
15	37/feb65a	616834.pbs02	run_experiment		run_experiment (15)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265825633	1602265831724	1602349726693	83901060	83897921		99.7	0.0	142270464.0	2351288320.0	143532032.0	2419531776.0	18474313.0	139262565.0	10058.0	2813749.0	8104.0	137044520.0	1679842.0	879281.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/37/feb65a3edb4b473e9988a7ced476b4			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	1	5641	150
31	40/09a3bf	616849.pbs02	run_experiment		run_experiment (31)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265865534	1602265871748	1602351551958	85686424	85682788		99.8	0.0	140550144.0	2351288320.0	141553664.0	2419527680.0	18474253.0	139262510.0	10060.0	2813749.0	4008.0	137044520.0	1715202.0	902496.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/40/09a3bf5158f828e9f11af26dfe1eb3			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	2	5641	150
45	d2/d1c172	616859.pbs02	run_experiment		run_experiment (45)	FAILED	255		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265891196	1602351856988	1602351861993	85970796	5005																PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d2/d1c1725d022d63cb2c0da1a01ccc9c		IGNORE	v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.008	2	5641	150
238	e2/ffda7b	622621.pbs02	run_experiment		run_experiment (238)	FAILED	139		systemsgenetics/kinc:3.3.0	1	86400000			1	1602340438797	1602351867099	1602351867109	11428312	10																PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/e2/ffda7bad048a5c7ce460a71cf5469e		IGNORE	v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.009	0	6346	169
170	d6/f2f12b	621219.pbs02	run_experiment		run_experiment (170)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602298592143	1602341825691	1602353177908	54585765	11354375		296.1	0.4	635863040.0	5013958656.0	640253952.0	5218418688.0	32730415.0	294858495.0	12622.0	4994164.0	12211.0	290330193.0	2614594.0	253563.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d6/f2f12b4c7c0505d990cfec7c829a05			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.010	2	7051	188
197	ce/03e8d5	621779.pbs02	run_experiment		run_experiment (197)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602309218973	1602323892888	1602353227228	44008255	29331923		99.7	0.2	284684288.0	2778914816.0	285016064.0	2909450240.0	18148627.0	88223334.0	10195.0	1942104.0	12202.0	85965549.0	1030183.0	18346.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/ce/03e8d5d69b166283c9b1b91d5a73b8			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.007	1	4936	131
