hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	blocksize	geometry	hardware_type	latticetype	ngpus	np	n_sites
54/da4817	255	1847675.pbs02	hemelb		hemelb (39)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393866383	1615395588006	1615408269600	14403217	12684963		397.2	6.8	9289601024.0	11162431488.0	9289760768.0	11228295168.0	41685658.0	42924351.0	38915.0	2651.0	31292033.0	12558387.0	32557.0	879702.0	/scratch1/btsheal/work/54/da4817439e0571f46bcdd2489acaa5			512	C0004	cpu	D3Q19	0	4	6446197
d9/a4cef7	257	1847677.pbs02	hemelb		hemelb (41)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393880240	1615403179004	1615406485038	12604798	3303674		396.7	2.2	2974818304.0	5028728832.0	2974896128.0	5232037888.0	36047438.0	25896781.0	33261.0	2828.0	25133050.0	12605095.0	27733.0	241832.0	/scratch1/btsheal/work/d9/a4cef714a17264217800679e0b91f5			512	C0004	cpu	D3Q19	0	16	6446197
d2/34aa99	258	1847678.pbs02	hemelb		hemelb (42)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393886266	1615416510287	1615418276573	24390307	1760713		197.3	0.9	1130356736.0	2371366912.0	1131208704.0	2498981888.0	23488659.0	10994330.0	20085.0	2482.0	13036236.0	12607515.0	14654.0	79223.0	/scratch1/btsheal/work/d2/34aa994b1ec0bc46c3695018ef4ee5			512	C0004	cpu	D3Q19	0	32	6446197
eb/3d25c9	256	1847676.pbs02	hemelb		hemelb (40)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393873720	1615396963204	1615403174007	9300287	6208888		199.0	1.9	2608918528.0	3875577856.0	2608918528.0	4009795584.0	23466698.0	6476737.0	19916.0	1988.0	13036231.0	12587073.0	14177.0	216100.0	/scratch1/btsheal/work/eb/3d25c92f75c53dfe2b4c72ee1dfbd4			512	C0004	cpu	D3Q19	0	8	6446197
76/b4e19f	259	1847681.pbs02	hemelb		hemelb (45)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393898837	1615394363492	1615395143584	1244747	777134		99.7	5.9	7972036608.0	27828969472.0	7973580800.0	27923025920.0	41175332.0	5357094.0	37325.0	1669.0	31326021.0	12608648.0	1343.0	16840.0	/scratch1/btsheal/work/76/b4e19fc2956fc3bff93f70d5674e49			512	C0004	p100	D3Q19	0	1	6446197
a2/9759b6	260	1847679.pbs02	hemelb		hemelb (43)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393892521	1615394132837	1615394562907	670386	430787		196.3	6.9	9278545920.0	44149624832.0	9281679360.0	44279017472.0	41641885.0	6292905.0	38024.0	1839.0	31377498.0	12450017.0	32948.0	27380.0	/scratch1/btsheal/work/a2/9759b6c8ae2c3a9d9648ec34eb86dd			512	C0004	p100	D3Q19	0	2	6446197
f7/337663	261	1847682.pbs02	hemelb		hemelb (44)	CACHED	143	[hemelb/D3Q19-p100]		1	86400000			1	1615393904971	1615395383625	1615395443673	1538702	60048																/scratch1/btsheal/work/f7/337663092e349287dc04747c7aecd2		IGNORE	512	C0004	p100	D3Q19	0	4	6446197
3c/ee8467	262	1847684.pbs02	hemelb		hemelb (48)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393917085	1615448640773	1615448785784	54868699	147145		192.9	2.1	2843451392.0	32890101760.0	2846806016.0	32960774144.0	23912838.0	6544103.0	20188.0	2027.0	13134538.0	12582841.0	15140.0	7938.0	/scratch1/btsheal/work/3c/ee846703434f8d3940d696dd80e24e			512	C0004	p100	D3Q19	0	8	6446197
36/6d72c6	263	1847683.pbs02	hemelb		hemelb (46)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393910763	1615448545743	1615448630775	54720012	85696		189.4	1.3	1765027840.0	31118667776.0	1766518784.0	31186984960.0	23921223.0	10993497.0	20303.0	2250.0	15727311.0	12604961.0	16005.0	5332.0	/scratch1/btsheal/work/36/6d72c6c1cf8fc70d8bb0e70917d573			512	C0004	p100	D3Q19	0	16	6446197
c0/4f6fe2	265	1847686.pbs02	hemelb		hemelb (49)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393928878	1615393999044	1615394373425	444547	374758		99.6	2.0	8100286464.0	23694995456.0	8101695488.0	23820824576.0	41648323.0	5368527.0	40094.0	1835.0	31326021.0	12608656.0	1894.0	5032.0	/scratch1/btsheal/work/c0/4f6fe24db9d0236b118dc7532372d9			512	C0004	v100	D3Q19	0	1	6446197
b2/668e35	264	1847685.pbs02	hemelb		hemelb (47)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393922991	1615722110715	1615722160722	328237731	50068		188.4	1.1	1381769216.0	30385393664.0	1383505920.0	30509367296.0	23937027.0	11293335.0	20534.0	2604.0	13122255.0	12607373.0	15371.0	3780.0	/scratch1/btsheal/work/b2/668e359176430098f41eab01b86c0e			512	C0004	p100	D3Q19	0	32	6446197
61/30d2b7	267	1847688.pbs02	hemelb		hemelb (51)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393941035	1615394183476	1615394317872	376837	130483		192.9	1.2	5099327488.0	28102705152.0	5102587904.0	28173377536.0	27509170.0	10792243.0	25619.0	3672.0	16193480.0	12550101.0	20890.0	7534.0	/scratch1/btsheal/work/61/30d2b777e44258e9f592cf53fc3df2			512	C0004	v100	D3Q19	0	4	6446197
f7/197a07	266	1847687.pbs02	hemelb		hemelb (50)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393934968	1615393999048	1615394227848	292880	227533		194.0	2.3	9389826048.0	35600248832.0	9393045504.0	35729641472.0	42487341.0	6313488.0	41323.0	2183.0	31406170.0	12450027.0	34744.0	13174.0	/scratch1/btsheal/work/f7/197a07c54ca760f93285c940334b2f			512	C0004	v100	D3Q19	0	2	6446197
24/4f8fa7	269	1847692.pbs02	hemelb		hemelb (53)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615394001038	1615464027222	1615464077228	70076190	50467		185.3	0.4	2004533248.0	22642671616.0	2005319680.0	22765682688.0	24453061.0	11086330.0	22870.0	3949.0	13122255.0	12605863.0	18796.0	4040.0	/scratch1/btsheal/work/24/4f8fa7b6e4ba5e94ee7098aaa95005			512	C0004	v100	D3Q19	0	16	6446197
89/f1922d	270	1847690.pbs02	hemelb		hemelb (54)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393959463	1615722170718	1615722210726	328251263	38964		179.0	0.4	1487568896.0	21890379776.0	1487568896.0	21953916928.0	24482821.0	11443355.0	23074.0	4760.0	13109967.0	12607391.0	19299.0	2501.0	/scratch1/btsheal/work/89/f1922d5dd2043105333607d6d8262a			512	C0004	v100	D3Q19	0	32	6446197
e6/50757b	268	1847689.pbs02	hemelb		hemelb (52)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393947203	1615449260870	1615449340873	55393670	78146		191.7	0.8	3132293120.0	24583831552.0	3135528960.0	24654503936.0	24798488.0	6614769.0	23529.0	3745.0	14785226.0	12582887.0	18073.0	4497.0	/scratch1/btsheal/work/e6/50757b4d91c6ae0518c91544d080a1			512	C0004	v100	D3Q19	0	8	6446197
04/c71605	272	1851889.pbs02	hemelb		hemelb (110)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615423153350	1615423160606	1615490036367	66883017	66873574		198.7	19.4	26142203904.0	29621219328.0	26170167296.0	29722513408.0	108062879.0	5913804.0	96315.0	1773.0	98141001.0	12069087.0	90280.0	2005080.0	/scratch1/btsheal/work/04/c716052eaf1c3b53c0bfbad9160e5d			512	C0009	cpu	D3Q19	0	2	19010469
93/d019e9	274	1851892.pbs02	hemelb		hemelb (112)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615423261433	1615423270597	1615441429915	18168482	18162812		795.2	20.1	26988376064.0	33108475904.0	27085127680.0	33316134912.0	109515811.0	214283471.0	99687.0	5784.0	98163179.0	12140505.0	92848.0	1979184.0	/scratch1/btsheal/work/93/d019e9f95c9f34b3685442b0865702			512	C0009	cpu	D3Q19	0	8	19010469
b7/60c480	273	1851891.pbs02	hemelb		hemelb (111)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615423252359	1615423260576	1615459602381	36350022	36339977		198.6	10.1	13659693056.0	16151932928.0	13686845440.0	16286150656.0	62889720.0	23102409.0	52202.0	2112.0	52470125.0	12045051.0	46120.0	1045698.0	/scratch1/btsheal/work/b7/60c48037f869b04b5b83687a2ce9ff			512	C0009	cpu	D3Q19	0	4	19010469
1d/8157be	275	1851910.pbs02	hemelb		hemelb (113)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615423428670	1615423995730	1615434803929	11375259	10809020		397.6	5.2	6963093504.0	9553207296.0	7027425280.0	9776017408.0	90838323.0	25454340.0	80034.0	2766.0	80101728.0	12158543.0	74937.0	673031.0	/scratch1/btsheal/work/1d/8157be2ced95dff384e416e306041d			512	C0009	cpu	D3Q19	0	16	19010469
38/937a9b	276	1851931.pbs02	hemelb		hemelb (114)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615424093568	1615424160714	1615429151643	5058075	4994567		198.0	1.5	2020851712.0	3379761152.0	2050441216.0	3514175488.0	53877143.0	19248729.0	43674.0	2588.0	43423444.0	12178263.0	38838.0	181366.0	/scratch1/btsheal/work/38/937a9bb542502deee4c5f2d2ff17bb			512	C0009	cpu	D3Q19	0	32	19010469
29/ac209e	277	1851932.pbs02	hemelb		hemelb (115)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615424157104	1615424165731	1615426441041	2283937	2278716		99.8	17.2	23145783296.0	54985723904.0	23145783296.0	55077994496.0	108037513.0	4947347.0	95882.0	1659.0	98196017.0	12198208.0	1942.0	47922.0	/scratch1/btsheal/work/29/ac209ecb848d03c54eb91c66813112			512	C0009	p100	D3Q19	0	1	19010469
8c/e33d87	279	1851958.pbs02	hemelb		hemelb (117)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615425093919	1615425096434	1615425750966	657047	647694		196.1	10.3	13918056448.0	52147728384.0	13952692224.0	52269674496.0	63333027.0	23100571.0	52432.0	2128.0	52539760.0	12044867.0	47555.0	39633.0	/scratch1/btsheal/work/8c/e33d87327f25542b8bd58908248478			512	C0009	p100	D3Q19	0	4	19010469
1e/4581a6	278	1851933.pbs02	hemelb		hemelb (116)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615424206411	1615424215733	1615425475912	1269501	1259584		197.1	19.5	26380623872.0	73662914560.0	26416750592.0	73831309312.0	108504938.0	5912292.0	96542.0	1793.0	98284364.0	12069039.0	91516.0	68245.0	/scratch1/btsheal/work/1e/4581a61355b05f2c669af12eb54592			512	C0009	p100	D3Q19	0	2	19010469
b3/7177ab	280	1851961.pbs02	hemelb		hemelb (118)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615425258522	1615473011421	1615473376468	48117946	367379		195.1	5.1	6873092096.0	40711262208.0	6909693952.0	40833208320.0	54298057.0	10380052.0	43640.0	2025.0	43521746.0	12136295.0	40109.0	22888.0	/scratch1/btsheal/work/b3/7177ab1065464927b3ea40da9d72f6			512	C0009	p100	D3Q19	0	8	19010469
cd/c994c0	282	1852084.pbs02	hemelb		hemelb (120)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615426449111	1615722860794	1615722995828	296546717	137076		192.3	1.7	2258665472.0	32162250752.0	2294693888.0	32272187392.0	54324677.0	19453201.0	44018.0	2678.0	43521751.0	12182207.0	40016.0	9118.0	/scratch1/btsheal/work/cd/c994c07b245c1720c32a0f21b657bf			512	C0009	p100	D3Q19	0	32	19010469
f5/651519	283	1851976.pbs02	hemelb		hemelb (121)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615425758703	1615425765966	1615426806105	1047402	1039889		99.5	5.8	23257370624.0	50833104896.0	23274975232.0	50891825152.0	108510183.0	4958160.0	98676.0	1849.0	98216497.0	12198080.0	2527.0	14618.0	/scratch1/btsheal/work/f5/6515192a2b7b4031f0f9cf48d73909			512	C0009	v100	D3Q19	0	1	19010469
0e/9f7bb9	281	1851975.pbs02	hemelb		hemelb (119)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615425483962	1615473636497	1615473866525	48382563	231816		192.9	2.7	3708481536.0	34757672960.0	3743563776.0	34867625984.0	54308039.0	14843313.0	43787.0	2275.0	43484887.0	12158373.0	38825.0	16457.0	/scratch1/btsheal/work/0e/9f7bb903e900b4b109f234c66433ec			512	C0009	p100	D3Q19	0	16	19010469
fb/72ee88	284	1852528.pbs02	hemelb		hemelb (122)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615426814091	1615426821089	1615427421176	607085	602361		195.7	6.6	26498002944.0	65113534464.0	26533408768.0	65281929216.0	109349298.0	5932690.0	99842.0	2138.0	98190156.0	12068917.0	93702.0	32890.0	/scratch1/btsheal/work/fb/72ee884dd65f92d57276782ea0c98e			512	C0009	v100	D3Q19	0	2	19010469
4a/01cc0b	286	1852534.pbs02	hemelb		hemelb (124)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615427204707	1615473636504	1615473856536	46651829	216478		192.2	1.8	7142002688.0	32204570624.0	7176867840.0	32372965376.0	54846952.0	14758683.0	46160.0	4106.0	43509458.0	12136275.0	41891.0	12901.0	/scratch1/btsheal/work/4a/01cc0be2165a9560c359ccff78d463			512	C0009	v100	D3Q19	0	8	19010469
ee/cd37ba	287	1852547.pbs02	hemelb		hemelb (125)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615427429099	1615473876539	1615474011534	46582435	134338		189.9	1.0	3813277696.0	26341330944.0	3849523200.0	26451267584.0	54862310.0	14933635.0	46289.0	4321.0	43497175.0	12161667.0	42803.0	7973.0	/scratch1/btsheal/work/ee/cd37baf8e3ad02a1d6a544f99f65b3			512	C0009	v100	D3Q19	0	16	19010469
65/c780d8	285	1852566.pbs02	hemelb		hemelb (123)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615428179089	1615429806756	1615430176776	1997687	371564		184.0	3.5	14147629056.0	43730608128.0	14182506496.0	43864825856.0	63886587.0	23180288.0	54946.0	4293.0	92119408.0	12044879.0	51235.0	24981.0	/scratch1/btsheal/work/65/c780d81838fcee27019b47ebff126d			512	C0009	v100	D3Q19	0	4	19010469
f8/afe19c	288	1853604.pbs02	hemelb		hemelb (126)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615429161368	1615723010825	1615723090828	293929460	80302		185.9	0.6	2413129728.0	23604432896.0	2445729792.0	23714304000.0	54871104.0	19640771.0	46557.0	6047.0	43521751.0	12178681.0	43409.0	6198.0	/scratch1/btsheal/work/f8/afe19c5266125613af2a8c0b2f0ff3			512	C0009	v100	D3Q19	0	32	19010469
86/5cdf01	291	1854188.pbs02	hemelb		hemelb (129)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615434812115	1615434818934	1615472266071	37453956	37445916		397.8	19.2	25917702144.0	30208946176.0	25972215808.0	30288953344.0	108547741.0	123981494.0	97436.0	3847.0	98153855.0	12053203.0	91211.0	2213931.0	/scratch1/btsheal/work/86/5cdf01bfa96f1c323eaed365f030f9			512	C0009	cpu	D3Q19	0	4	19010469
52/94c5cb	293	1854426.pbs02	hemelb		hemelb (131)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615441437888	1615441444924	1615451081217	9643329	9635355		598.6	8.2	11041689600.0	14766444544.0	11133665280.0	15169228800.0	109545436.0	53397235.0	98913.0	3572.0	98179002.0	12162621.0	92982.0	847692.0	/scratch1/btsheal/work/52/94c5cb5221cc458d9ba592ff8881cd			512	C0009	cpu	D3Q19	0	16	19010469
f1/26c1ce	292	1854252.pbs02	hemelb		hemelb (130)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615436938937	1615436949253	1615455647340	18708403	18699807		397.8	10.2	13905883136.0	17174114304.0	13959999488.0	17396727808.0	90831990.0	51170197.0	79983.0	2931.0	80085339.0	12136445.0	74248.0	1134028.0	/scratch1/btsheal/work/f1/26c1ce94257ae126d62d6ac07f9748			512	C0009	cpu	D3Q19	0	8	19010469
3a/5f4efa	295	1854520.pbs02	hemelb		hemelb (133)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615444578420	1615444585370	1615446950666	2372246	2363207		99.6	17.1	23119024128.0	54964436992.0	23135952896.0	55077994496.0	108036612.0	4947326.0	95882.0	1659.0	98576945.0	12198192.0	1675.0	30278.0	/scratch1/btsheal/work/3a/5f4efa97000f9f58d54e1d38356fef			512	C0009	p100	D3Q19	0	1	19010469
27/ada46c	290	1853644.pbs02	hemelb		hemelb (127)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615430184717	1615430191788	1615507934242	77749525	77741011		198.9	19.3	26123190272.0	29663789056.0	26152144896.0	29722509312.0	108063834.0	5913834.0	96314.0	1773.0	98284361.0	12069097.0	90467.0	2411471.0	/scratch1/btsheal/work/27/ada46c333cc2ce60ec2f4e16db7f09			512	C0009	cpu	D3Q19	0	2	19010469
ca/cd6c77	296	1854596.pbs02	hemelb		hemelb (135)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615446643238	1615446646193	1615447935804	1292566	1282868		196.5	19.5	26370457600.0	73662930944.0	26408189952.0	73831325696.0	108505031.0	5912294.0	96546.0	1795.0	98349900.0	12069003.0	91758.0	67286.0	/scratch1/btsheal/work/ca/cd6c772436c4267282eda42ff940cd			512	C0009	p100	D3Q19	0	2	19010469
f0/a8eabc	297	1854573.pbs02	hemelb		hemelb (134)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615445953449	1615445960536	1615446635657	682208	672663		195.1	10.3	13893877760.0	52147998720.0	13930205184.0	52282216448.0	63334016.0	23102785.0	52434.0	2129.0	52658544.0	12044879.0	48402.0	40869.0	/scratch1/btsheal/work/f0/a8eabc6e05f178b66902f415a6d0d2			512	C0009	p100	D3Q19	0	4	19010469
c6/bb82e4	294	1854389.pbs02	hemelb		hemelb (132)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615440482571	1615440489676	1615445945549	5462978	5452982		396.6	3.1	4120555520.0	6404861952.0	4183883776.0	6627672064.0	90849645.0	25610995.0	80123.0	3282.0	83325280.0	12182369.0	76654.0	372721.0	/scratch1/btsheal/work/c6/bb82e493bc46fca2cd6dbd1e3e4c64			512	C0009	cpu	D3Q19	0	32	19010469
28/c83ad6	298	1854611.pbs02	hemelb		hemelb (136)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615446958380	1615473881538	1615474246587	27288207	368611		195.5	5.1	6853152768.0	40699502592.0	6888173568.0	40833720320.0	54296210.0	10379915.0	43651.0	2025.0	43833042.0	12136287.0	38697.0	24597.0	/scratch1/btsheal/work/28/c83ad607ae1f079395ed6d5091124e			512	C0009	p100	D3Q19	0	8	19010469
03/5f5ce8	300	1854668.pbs02	hemelb		hemelb (138)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615447941692	1615723100827	1615723235858	275294166	137892		191.4	1.7	2244800512.0	32092385280.0	2279874560.0	32202321920.0	54324748.0	19453863.0	44012.0	2678.0	43509463.0	12186325.0	39518.0	8984.0	/scratch1/btsheal/work/03/5f5ce8b28c81abf92a787072ff803b			512	C0009	p100	D3Q19	0	32	19010469
15/96e954	301	1854688.pbs02	hemelb		hemelb (139)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615448518603	1615448570886	1615449726022	1207419	1155299		99.5	5.7	23249678336.0	50833137664.0	23266910208.0	50958966784.0	108302728.0	4958276.0	97976.0	1850.0	98187825.0	12198088.0	2233.0	17813.0	/scratch1/btsheal/work/15/96e95471c89b79aff0e6fc07513717			512	C0009	v100	D3Q19	0	1	19010469
d5/0fe5b5	302	1854693.pbs02	hemelb		hemelb (140)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615448638509	1615448645877	1615449255988	617479	610215		195.6	6.6	26492735488.0	65113538560.0	26529153024.0	65281933312.0	109349368.0	5932669.0	99843.0	2138.0	98190156.0	12068921.0	93573.0	33159.0	/scratch1/btsheal/work/d5/0fe5b54d9f6a02f3b15d91d5b6b4ad			512	C0009	v100	D3Q19	0	2	19010469
d8/6b5eb9	299	1854666.pbs02	hemelb		hemelb (137)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615447898814	1615474862367	1615475102531	27203717	237587		193.7	2.7	3704602624.0	34826559488.0	3742474240.0	34994913280.0	54308035.0	14845013.0	43777.0	2271.0	43669207.0	12162453.0	39422.0	14009.0	/scratch1/btsheal/work/d8/6b5eb90b26050f75198d752a5452c7			512	C0009	p100	D3Q19	0	16	19010469
52/b7a85d	303	1854692.pbs02	hemelb		hemelb (141)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615448571985	1615448580860	1615448910920	338935	333382		195.3	3.5	14146625536.0	43596513280.0	14181662720.0	43706187776.0	64240412.0	23180084.0	55799.0	4287.0	52568432.0	12044873.0	50653.0	18434.0	/scratch1/btsheal/work/52/b7a85dde2cb5da50660196e9e56bde			512	C0009	v100	D3Q19	0	4	19010469
24/8186e5	305	1854712.pbs02	hemelb		hemelb (143)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615448918919	1615464087312	1615464212347	15293428	124767		191.3	1.0	3856322560.0	26321178624.0	3890982912.0	26431049728.0	54856969.0	14947521.0	46331.0	4370.0	43484887.0	12161683.0	41813.0	8950.0	/scratch1/btsheal/work/24/8186e5ca53bd6e984f56e2f404fe16			512	C0009	v100	D3Q19	0	16	19010469
97/9f24e1	306	1854726.pbs02	hemelb		hemelb (144)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615449264071	1615723250854	1615723330864	274066793	81698		184.6	0.6	2403287040.0	23604666368.0	2436751360.0	23714471936.0	54872027.0	19640749.0	46551.0	6049.0	43521751.0	12182785.0	43542.0	6381.0	/scratch1/btsheal/work/97/9f24e12e0377413dd18780c2a1a6cd			512	C0009	v100	D3Q19	0	32	19010469
99/5812b4	304	1854707.pbs02	hemelb		hemelb (142)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615448793814	1615449346489	1615449541017	747203	195241		194.1	1.8	7142842368.0	32204673024.0	7179571200.0	32314347520.0	55200540.0	14758864.0	47011.0	4111.0	43521746.0	12136295.0	41866.0	10867.0	/scratch1/btsheal/work/99/5812b44c038e33053799bde606139f			512	C0009	v100	D3Q19	0	8	19010469
ce/0ce3d7	309	1854756.pbs02	hemelb		hemelb (147)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615449733724	1615449741028	1615490701452	40967728	40958865		198.6	10.2	13669445632.0	16151937024.0	13696135168.0	16286154752.0	62890569.0	23102307.0	52205.0	2110.0	73355629.0	12045047.0	46506.0	1499742.0	/scratch1/btsheal/work/ce/0ce3d7895de18cf1d515e3e0303aab			512	C0009	cpu	D3Q19	0	4	19010469
58/e351cc	311	1854803.pbs02	hemelb		hemelb (148)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615451089382	1615451096231	1615460988125	9898743	9890631		398.7	5.2	6974513152.0	9581076480.0	7034654720.0	9849708544.0	90837211.0	25480928.0	80067.0	2775.0	79921504.0	12162619.0	74659.0	608230.0	/scratch1/btsheal/work/58/e351cc692fb8499b7f99eb3803ed7d			512	C0009	cpu	D3Q19	0	16	19010469
f0/5f4477	310	1854985.pbs02	hemelb		hemelb (150)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615455655198	1615455661866	1615474231607	18576409	18568677		397.8	10.2	13864632320.0	17132019712.0	13918265344.0	17400455168.0	90834142.0	51170122.0	79985.0	2934.0	79929691.0	12136427.0	73748.0	1143425.0	/scratch1/btsheal/work/f0/5f44777a66da70f34f70998f9c3883			512	C0009	cpu	D3Q19	0	8	19010469
4e/b0bc15	308	1854727.pbs02	hemelb		hemelb (146)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615449347225	1615449355991	1615521054228	71707003	71699794		199.0	19.4	26139152384.0	29621223424.0	26167496704.0	29722517504.0	108063825.0	5913786.0	96314.0	1773.0	115778377.0	12069063.0	90978.0	2191952.0	/scratch1/btsheal/work/4e/b0bc151ab8dbcf2eb91965afa4f388			512	C0009	cpu	D3Q19	0	2	19010469
0a/25fa4c	312	1854956.pbs02	hemelb		hemelb (149)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615454956954	1615454966783	1615460007495	5050541	5041623		198.5	1.5	2010701824.0	3386515456.0	2042208256.0	3520929792.0	53873149.0	19110466.0	43560.0	2549.0	43423444.0	12182371.0	38787.0	177092.0	/scratch1/btsheal/work/0a/25fa4c30f5210f2d8b8014a16b799c			512	C0009	cpu	D3Q19	0	32	19010469
d1/5619e6	313	1855062.pbs02	hemelb		hemelb (151)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615457479992	1615457487114	1615459777455	2297463	2289893		99.5	17.2	23146479616.0	54985723904.0	23146479616.0	55077994496.0	108036396.0	4947314.0	95883.0	1660.0	98200113.0	12198168.0	1888.0	50475.0	/scratch1/btsheal/work/d1/5619e645daa8135bbcace2d8553e6b			512	C0009	p100	D3Q19	0	1	19010469
25/642a48	314	1855154.pbs02	hemelb		hemelb (152)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615459785235	1615459788029	1615461042635	1257400	1249181		196.9	19.5	26381332480.0	73662910464.0	26417258496.0	73831305216.0	108503907.0	5912266.0	96544.0	1794.0	99861324.0	12069031.0	91792.0	67662.0	/scratch1/btsheal/work/25/642a48f49f4f6a769ce3eae133e6ec			512	C0009	p100	D3Q19	0	2	19010469
69/ee2c86	315	1855150.pbs02	hemelb		hemelb (153)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615459610966	1615459617431	1615460287545	676579	665736		195.9	10.3	13900955648.0	52147736576.0	13936627712.0	52281954304.0	63334265.0	23100625.0	52433.0	2129.0	90702192.0	12044873.0	48691.0	40894.0	/scratch1/btsheal/work/69/ee2c8613811b8ac179256bbaff2ce5			512	C0009	p100	D3Q19	0	4	19010469
f2/ec2d49	316	1855158.pbs02	hemelb		hemelb (154)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615460015656	1615475262534	1615475643436	15627780	379404		195.1	5.1	6909571072.0	40730480640.0	6927175680.0	40864698368.0	54299118.0	10386364.0	43641.0	2022.0	43521746.0	12136273.0	38581.0	21835.0	/scratch1/btsheal/work/f2/ec2d4911ca8dacecf318b6e967d499			512	C0009	p100	D3Q19	0	8	19010469
8f/26a480	317	1855210.pbs02	hemelb		hemelb (155)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615460295115	1615475652613	1615475887651	15592536	235396		194.0	2.7	3729813504.0	34835255296.0	3765805056.0	35003650048.0	54307876.0	10552297.0	43767.0	2208.0	43521751.0	12162455.0	38905.0	13970.0	/scratch1/btsheal/work/8f/26a48009bc964b2cf7f18bd147bc7f			512	C0009	p100	D3Q19	0	16	19010469
